Eid|Sid|Course Number|Number In Series|N In Series|Title|Date|Url|Ressources|Description|Video|Corpus
10|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture5|4|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:37Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|0Va2dOLqUfM|MIT OpenCourseWare
11|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture6|5|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:53Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|JTbZP0yt9qc|MIT OpenCourseWare
12|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture7|6|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:48Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|phbw9r1iUDI|MIT OpenCourseWare
13|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture8|7|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:44Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|4HRhg4eUiMo|MIT OpenCourseWare
14|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture9|8|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:53Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|QXkOaifVfW4|MIT OpenCourseWare
15|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture10|9|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:46Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|a66tfLdr6oY|MIT OpenCourseWare
16|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture11|10|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:46Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|vMaKx9fmJHE|MIT OpenCourseWare
17|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture12|11|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:37Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|yP1S37BiEsQ|MIT OpenCourseWare
18|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture13|12|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:52Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|JBIz7UadY5M|MIT OpenCourseWare
19|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture14|13|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:55Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|V4xOdtqic3o|MIT OpenCourseWare
20|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture15|14|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:40Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|bFZ-0FH5hfs|MIT OpenCourseWare
21|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture16|15|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:40Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|k2inA31Gups|MIT OpenCourseWare
22|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture17|16|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:56Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|WW3ZJHPwvyg|MIT OpenCourseWare
23|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture18|17|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:41Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|a1ZCeFpeW0o|MIT OpenCourseWare
24|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture19|18|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:45Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|X-ix97pw0xY|MIT OpenCourseWare
25|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture20|19|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:39Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|mc1y8m9-hOM|MIT OpenCourseWare
26|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture21|20|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:36Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|OYcdw5vOgIc|MIT OpenCourseWare
27|1|PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|Lecture22|21|MIT 18.650 Statistics for Applications, Fall 2016|2017-08-17T20:51:47Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|https://www.youtube.com/playlist?list=PLUl4u3cNGP60uVBMaoNERc6knT_MgPKS0|MIT 18.650 Statistics for Applications, Fall 2016 View the complete course: http://ocw.mit.edu/18-650F16 Instructor: Philippe Rigollet  This course offers an in-depth the theoretical foundations for statistical methods that are useful in many applications. The goal is to understand the role of mathematics in the research and development of efficient statistical methods.  License: Creative Commons BY-NC-SA More information at http://ocw.mit.edu/terms More courses at http://ocw.mit.edu|lWW54ts9Ubo|MIT OpenCourseWare
28|2|PLUl4u3cNGP60DW_heGsvmEGwaXtGuSzQ7|Lecture1|0|Gil Strang's Final 18.06 Linear Algebra Lecture|2023-05-15T16:11:07Z|https://www.youtube.com/playlist?list=PLUl4u3cNGP60DW_heGsvmEGwaXtGuSzQ7|https://www.youtube.com/playlist?list=PLUl4u3cNGP60DW_heGsvmEGwaXtGuSzQ7|Speakers:  Gilbert Strang, Alan Edelman, Pavel Grinfeld, Michel Goemans   Revered mathematics professor Gilbert Strang capped a 61-year career as a faculty member at MIT by delivering his final 18.06 Linear Algebra lecture before retiring at the age of 88. In addition to a brief review for the course final exam, the overflowing audience (both in person and on the live YouTube stream) heard recollections, appreciations, and congratulations from Prof. Strang’s colleagues and former students.  A rousing standing ovation concluded this historic event.  This video has been dubbed using an artificial voice via https://aloud.area120.google.com to increase accessibility. You can change the audio track language in the Settings menu.  License: Creative Commons BY-NC-SA More information at https://ocw.mit.edu/terms More courses at https://ocw.mit.edu Support OCW at http://ow.ly/a1If50zVRlQ  We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.|lUUte2o2Sn8|MIT OpenCourseWare
29|3|PL590CCC2BC5AF3BC1|Lecture1|0|MIT 18.01 Single Variable Calculus, Fall 2006|2009-08-18T18:01:51Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|7K1sB05pE0A|MIT OpenCourseWare
30|3|PL590CCC2BC5AF3BC1|Lecture2|1|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T23:05:13Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|ryLdyDrBfvI|MIT OpenCourseWare
31|3|PL590CCC2BC5AF3BC1|Lecture3|2|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T23:37:15Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|kCPVBl953eY|MIT OpenCourseWare
32|3|PL590CCC2BC5AF3BC1|Lecture4|3|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T22:42:17Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|4sTKcvYMNxk|MIT OpenCourseWare
33|3|PL590CCC2BC5AF3BC1|Lecture5|4|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T22:58:51Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|5q_3FDOkVRQ|MIT OpenCourseWare
34|3|PL590CCC2BC5AF3BC1|Lecture6|5|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T23:59:56Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|9v25gg2qJYE|MIT OpenCourseWare
35|3|PL590CCC2BC5AF3BC1|Lecture7|6|MIT 18.01 Single Variable Calculus, Fall 2006|2009-01-16T22:58:18Z|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|https://www.youtube.com/playlist?list=PL590CCC2BC5AF3BC1|This introductory calculus course covers differentiation and integration of functions of one variable, with applications.   **Note: Lectures 8, 17, 27, 34 are exams and therefore have no video  View the complete course at: http://ocw.mit.edu/18-01F06  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|eHJuAByQf5A|MIT OpenCourseWare
